URL,Date,Type d'URL,Type d'acteurs,Thème,Position,Poids,Lu,Position/IVG,Notes
http://www.madmoizelle.com/idees-recues-contraception-ivg-633967,28/09/2016,Article,Média,Désinformation,Pour l'extension du délit d'entrave,Moyen,Oui,Pour,
http://www.familles-enfance-droitsdesfemmes.gouv.fr/tolerance-zero-pour-lentrave-a-livg/,NA,Site institutionnel,Association,Droit à l'IVG,Pour l'extension du délit d'entrave,Fort,Oui,Pour,
http://www.causeur.fr/delit-entrave-ivg-343-salopes-41561.html,09/12/2016,Blog,Particulier,Infantilisation des femmes,Contre l'extension du délit d'entrave,Moyen,Oui,Pour,
http://lagauchematuer.fr/2016/12/01/delit-droit-dentrave-dorenavant-il-est-interdit-davoir-un-avis-contre-lavortement/,01/12/2016,Article,Particulier,Liberté d'expression,Contre l'extension du délit d'entrave,Faible,Oui,Contre,
https://effrontees.wordpress.com/2016/11/30/cp-oui-au-delit-dentrave-numerique-a-livg/,30/11/2016,Blog,Militante féministe,Désinformation,Pour l'extension du délit d'entrave,Faible,Non,Pour,
http://www.bucher-avocat.fr/articles/le-delit-dentrave-numerique-a-linterruption-volontaire-de-grossesse-ivg-18672.htm,07/12/2016,Site institutionnel,Association,Juridiction,Pour l'extension du délit d'entrave,Moyen,Oui,Pour,
https://www.eurojuris.fr/articles/le-delit-dentrave-numerique-a-linterruption-volontaire-de-grossesse-ivg-37175.htm,07/12/2016,Site institutionnel,Association,Juridiction,Pour l'extension du délit d'entrave,Moyen,Oui,Pour,
https://www.undenous.fr/delit-d-entrave-un-texte-liberticide/,19/12/2016,Site institutionnel,Association,Liberté d'expression,Contre l'extension du délit d'entrave,Fort,Oui,Contre,
https://www.lerougeetlenoir.org/information/les-breves/vote-du-delit-d-entrave-a-l-ivg-au-senat-reaction-de-dominique-de-legge-lr,08/12/2016,Blog,Particulier,Liberté d'expression,Contre l'extension du délit d'entrave,Moyen,Oui,Contre,
https://www.lerougeetlenoir.org/opinions/les-inquisitoriales/jean-frederic-poisson-le-site-du-gouvernement-propose-l-avortement-en-toute-situation-sans-donner-l-ombre-de-l-idee-d-une-solution-differente,30/11/2016,Blog,Instance politique,Alternatives à l'IVG,Contre l'extension du délit d'entrave,Fort,Oui,Contre,
https://www.lerougeetlenoir.org/information/les-breves/questions-reponses-sur-le-delit-d-entrave-numerique-a-l-avortement,01/12/2016,Blog,Particulier,Droit à l'IVG,Contre l'extension du délit d'entrave,Fort,Oui,Contre,
http://blog.lavant-garde.fr/petition-contre-le-delit-dentrave-numerique-a-livg/,01/12/2016,Plateforme de pétitions,Association,Désinformation,Contre l'extension du délit d'entrave,Faible,Oui,Contre,
https://www.youtube.com/watch?v=6F7CS00I-40,01/12/2016,Youtube,Instance politique,Alternatives à l'IVG,Contre l'extension du délit d'entrave,Fort,Non,Contre,
https://www.youtube.com/watch?v=M3u0raHqOcw,01/12/2016,Youtube,Religieux,Alternatives à l'IVG,Contre l'extension du délit d'entrave,Fort,Non,Contre,
http://le.blog.de.lala.over-blog.com/2016/12/delit-d-entrave-a-l-i.v.g.html,04/12/2016,Blog,Particulier,Droit à l'IVG,Contre l'extension du délit d'entrave,Faible,Oui,Contre,
https://www.youtube.com/watch?v=kJg-3Gjlb7I,02/12/2016,Youtube,Association,Désinformation,Contre l'extension du délit d'entrave,Fort,Non,Contre,
http://www.sylvietolmont.fr/2016/12/02/mon-intervention-pendant-le-debat-sur-lextension-du-delit-dentrave-a-livg-1er-decembre-2016/,02/12/2016,Blog,Instance politique,Droit à l'IVG,Pour l'extension du délit d'entrave,Fort,Non,Pour,
https://www.youtube.com/watch?v=4gll0kqJUr4,02/12/2016,Youtube,Instance politique,Droit à l'IVG,Pour l'extension du délit d'entrave,Fort,Oui,Pour,
https://www.cath.ch/newsf/mgr-pontier-preoccupe-delit-dentrave-a-livg/,29/11/2016,Article,Religieux,Liberté d'expression,Contre l'extension du délit d'entrave,Fort,Oui,Contre,
https://www.bellica.fr/debat-sur-le-delit-dentrave-numerique-a-livg-les-8-cles-pour-comprendre,01/12/2016,Article,Association,Infantilisation des femmes,Contre l'extension du délit d'entrave,Fort,Oui,Pour,
https://www.lerougeetlenoir.org/opinions/les-opinantes/delit-d-entrave-a-l-avortement-l-ultime-echec-des-socialistes,02/12/2016,Article,Particulier,Liberté d'expression,Contre l'extension du délit d'entrave,Moyen,Oui,Contre,
http://www.causeur.fr/delit-entrave-avortement-ivg-40275.html,27/09/2016,Article,Média,Liberté d'expression,Contre l'extension du délit d'entrave,Moyen,Non,Pour,
https://fr.novopress.info/202190/avortement-et-delit-dentrave-marion-marechal-le-pen-denonce-une-trahison-de-lesprit-du-texte-de-simone-veil/,05/12/2016,Article,Instance politique,Infantilisation des femmes,Contre l'extension du délit d'entrave,Faible,Non,Pour,
